number,bin_volume,filled_bins,empty_bins,colors,a_star_tree_h2_time,a_star_tree_h2_sol,a_star_tree_h2_expanded,a_star_graph_h2_time,a_star_graph_h2_sol,a_star_graph_h2_expanded,a_star_tree_h3_time,a_star_tree_h3_sol,a_star_tree_h3_expanded,a_star_graph_h3_time,a_star_graph_h3_sol,a_star_graph_h3_expanded,random_walk_time,random_walk_sol,random_walk_restart,hill_no_sideways_h1_time,hill_no_sideways_h1_sol,hill_sideways_h1_time,hill_sideways_h1_sol,hill_no_sideways_h2_time,hill_no_sideways_h2_sol,hill_sideways_h2_time,hill_sideways_h2_sol,hill_no_sideways_h3_time,hill_no_sideways_h3_sol,hill_sideways_h3_time,hill_sideways_h3_sol,dfs_graph_time,dfs_graph_sol,dfs_graph_expanded,bfs_graph_time,bfs_graph_sol,bfs_graph_expanded
479,4,4,2,4,0.007675219,8.0,36,0.075329304,8.0,36,0.018124413,8.0,97,0.0127767324447631,8,66,0.003251886,12,0,0.002614784,,0.081800079,,0.00689857,,0.008093953,10.0,0.001412845,,0.010459924,11.0,0.0087162256240844,20,76,1.5963815450668335,,10000
480,4,4,2,4,0.009566236,12.0,49,0.12154221534729,12.0,49,1.7117987394332883,12.0,7659,0.1568277835845947,13,552,0.004473591,24,0,0.002774477,,0.078461385,,0.004463172,,0.009549713,12.0,0.002321696,,0.008410978,12.0,0.0553034543991088,97,492,1.483460783958435,,10000
481,4,4,2,4,0.0239924430847167,10.0,122,0.1966869831085205,10.0,83,0.039629912,10.0,185,0.044826126,11,194,0.003452849,27,0,0.001216245,,0.007116771,11.0,0.005367041,9.0,0.00585506,9.0,0.006755018,10.0,0.005827427,10.0,0.0259772539138793,45,235,1.465442419052124,,10000
482,4,4,2,4,0.008868003,11.0,47,0.1281826496124267,11.0,47,0.046441197,11.0,193,0.063504696,12,212,0.00523634,14,0,0.002013254,,0.076768351,,0.005086255,8.0,0.007178092,8.0,0.009639049,8.0,0.007274723,8.0,0.0400099754333496,65,312,1.4573040008544922,,10000
483,4,4,2,4,0.006553769,7.0,37,0.08191824,7.0,37,0.0238256931304931,7.0,110,0.021750307,8,82,0.003055453,19,0,0.001203966,,0.092001152,,0.008402205,12.0,0.009741664,12.0,0.00901897,,0.015921879,14.0,0.0912983417510986,97,485,1.677546143531799,,10000
484,4,4,2,4,0.007980013,10.0,46,0.1197454929351806,10.0,46,0.039889622,10.0,179,0.0263741254806518,11,106,0.004355121,14,0,0.001414227,,0.0731493,,0.006873703,,0.008705974,12.0,0.007217574,,0.083611798,,0.0554699897766113,95,477,1.4449511766433716,,10000
485,4,4,2,4,0.0155767440795898,11.0,77,0.1938757896423339,11.0,83,0.3116540431976318,11.0,1425,0.0539249420166015,12,204,0.003362608,17,0,0.002010322,,0.101156783,,0.006219101,9.0,0.00734098,9.0,0.010256243,9.0,0.010066295,9.0,0.0381999015808105,62,328,1.5223395824432373,,10000
486,4,4,2,4,0.0142695426940917,11.0,63,0.1318984031677246,11.0,59,0.027366543,11.0,133,0.0374671220779418,11,147,0.004082799,15,0,0.001892376,,0.074796748,,0.00740509,9.0,0.008165312,9.0,0.009281039,9.0,0.009197807,9.0,0.0573821067810058,100,535,1.5958107709884644,,10000
487,4,4,2,4,0.1498759746551513,10.0,778,3.898296356201172,10.0,1461,0.0280995368957519,10.0,133,0.0448997259140014,11,170,0.003119469,22,0,0.001021028,,0.108044887,,0.007076097,9.0,0.006929994,9.0,0.001600933,,0.008762002,9.0,0.0417685508728027,72,371,1.4913619756698608,,10000
488,4,4,2,4,0.076369834,11.0,401,0.964791774749756,11.0,363,0.1590591669082641,11.0,775,0.0435798168182373,12,157,0.003398848,20,0,0.001115036,,0.071605372,,0.008301926,,0.008832192,10.0,0.010719419,10.0,0.007702374,10.0,0.0538481473922729,51,237,1.5953320264816284,,10000
489,4,4,2,4,0.046345472,11.0,220,0.579369068,11.0,243,1.783407974243164,11.0,10000,0.1973796606063843,12,763,0.00377295,20,0,0.000915766,,0.051596856,,0.006523609,,0.062464428,,0.00764854,10.0,0.008045053,10.0,0.0304579734802246,53,251,0.7244210243225098,7.0,5445
490,4,4,2,4,0.028274917602539,10.0,129,0.6579563617706299,10.0,264,0.009302378,10.0,52,0.0108681201934814,11,52,0.003112316,19,0,0.001511502,,0.080622387,,0.008109832,,0.009110308,11.0,0.002316236,,0.006937385,11.0,0.0151662826538085,30,124,1.4577027559280396,,10000
491,4,4,2,4,0.00666101,10.0,41,0.1295506954193115,10.0,41,0.0119189262390136,10.0,61,0.013301944732666,10,61,0.003236294,15,0,0.001115346,,0.088124895,,0.009453082,10.0,0.009840012,10.0,0.011984611,10.0,0.010570097,10.0,0.0343828201293945,68,325,1.3570826053619385,,10000
492,4,4,2,4,0.0489375114440917,9.0,245,0.5219247341156006,9.0,203,0.7845618009567261,9.0,4004,0.093862271,10,379,0.002460289,18,0,0.001401639,,0.075890279,,0.007768035,10.0,0.008723712,10.0,0.002212739,,0.009962273,11.0,0.0747567415237426,100,640,1.5005210638046265,,10000
493,4,4,2,4,0.008746958,9.0,43,0.092689514,9.0,43,0.0123372793197631,9.0,71,0.0112435340881347,9,65,0.002400494,13,0,0.002500057,,0.092759132,,0.006727815,8.0,0.006872582,8.0,0.00862484,8.0,0.007721519,8.0,0.0274602174758911,56,264,1.4720828533172607,,10000
494,4,4,2,4,0.0318610906600952,9.0,166,0.1897058486938476,9.0,83,0.008082223,9.0,52,0.0133548021316528,9,52,0.003825116,17,0,0.001499748,,0.085850716,,0.008336687,,0.009895062,11.0,0.010630965,,0.012949872,11.0,0.0280144214630126,55,265,1.5936380624771118,,10000
495,4,4,2,4,0.008871222,10.0,41,0.08262825,10.0,41,0.0142604112625122,10.0,81,0.0277323007583618,11,125,0.003684115,26,0,0.003009248,,0.081383944,,0.005203748,,0.00702312,11.0,0.010341787,,0.009397006,11.0,0.0443657636642456,62,341,1.456796646118164,,10000
496,4,4,2,4,0.009973264,11.0,45,0.1042807102203369,11.0,45,0.3495613098144531,11.0,1624,0.079071689,12,300,0.004906011,17,0,0.002115488,,0.073665333,,0.006009054,9.0,0.007830286,9.0,0.007504463,10.0,0.007298875,10.0,0.0711240768432617,68,355,1.4747207164764404,,10000
497,4,4,2,4,0.008165026,10.0,38,0.077512264,10.0,38,1.111423683166504,10.0,5143,0.094053221,11,347,0.003521967,19,0,0.001310372,,0.080795956,,0.00902257,10.0,0.007549739,10.0,0.011464787,,0.012280226,11.0,0.0104955434799194,25,110,1.4764713048934937,,10000
498,4,4,2,4,0.040245914,10.0,208,0.252349854,10.0,107,0.010226655,10.0,46,0.0120989084243774,11,46,0.003352761,17,0,0.001215649,,0.075722957,,0.006202531,9.0,0.006367016,9.0,0.007910705,10.0,0.008037281,10.0,0.0187240839004516,41,181,1.4568530321121216,,10000
499,4,4,2,4,0.055778384,11.0,281,0.7604632377624512,11.0,313,0.0160900831222534,11.0,68,0.018025208,11,68,0.003850198,16,0,0.002105713,,0.079786563,,0.004580903,,0.005599785,8.0,0.006272483,8.0,0.006982446,8.0,0.0122660398483276,29,117,1.3786954879760742,,10000
500,4,4,2,4,0.005775762,9.0,39,0.070561171,9.0,39,0.011457658,9.0,56,0.0103664398193359,9,56,0.002959085,12,0,0.002219915,,0.078873491,,0.006403208,7.0,0.005438638,7.0,0.007040787,8.0,0.007769847,8.0,0.0532951354980468,100,503,1.4430625438690186,,10000
501,4,4,2,4,0.099327374,8.0,516,0.3154218196868896,8.0,128,0.007463837,8.0,39,0.008776045,9,39,0.002385807,12,0,0.001114249,,0.072798967,,0.007715845,11.0,0.0089746,11.0,0.01154983,,0.012864089,12.0,0.073038101196289,100,584,1.4794806241989136,,10000
502,4,4,2,4,1.8899234056472776,,10000,29.153453826904297,,10000,0.3499220371246337,,1586,0.024081445,13,83,0.010384464263916,26,0,0.00281353,,0.098300767,,0.005535364,,0.009941006,10.0,0.001525879,,0.011138964,10.0,0.0134805440902709,29,122,1.4771764278411863,,10000
503,4,4,2,4,0.0120749950408935,8.0,35,0.087733507,8.0,35,0.006919026,8.0,44,0.009306741,9,44,0.003458714,12,0,0.001495767,,0.083197165,,0.009083128,11.0,0.014474249,11.0,0.002235532,,0.012196565,11.0,0.0317145586013793,57,299,0.0488173961639404,5.0,473
504,4,4,2,4,0.008616114,11.0,43,0.158846378326416,11.0,43,2.136015439033508,11.0,10000,0.5624209642410278,12,1923,0.004427528,17,0,0.00162158,,0.081948042,,0.009089589,10.0,0.007822514,10.0,0.012091541,10.0,0.015431833,10.0,0.1053498983383178,100,666,1.4342526197433472,,10000
505,4,4,2,4,0.007206631,8.0,35,0.067677259,8.0,35,0.008245397,8.0,50,0.0109932422637939,8,50,0.003999829,24,0,0.002617264,,0.084381247,,0.008594036,9.0,0.006658864,9.0,0.008493257,10.0,0.007870436,10.0,0.0259621143341064,47,224,1.481531262397766,,10000
506,4,4,2,4,0.011500502,11.0,43,0.2341132164001464,11.0,101,0.0153172969818115,11.0,85,0.036320019,11,165,0.004366827,23,0,0.001099968,,0.059602666,,0.006715703,8.0,0.006912684,8.0,0.008827949,8.0,0.008582044,8.0,0.0345779657363891,59,307,1.513420820236206,,10000
507,4,4,2,4,0.005806088,6.0,31,0.072332144,6.0,38,0.007708359,6.0,37,0.006922388,6,37,0.001800609,11,0,0.001351619,,0.08235271,,0.00878427,10.0,0.007630539,10.0,0.011073256,10.0,0.010728693,10.0,0.0791008472442627,100,637,1.4274224042892456,,10000
508,4,4,2,4,0.004404926,7.0,28,0.062009096,7.0,28,0.007669616,7.0,47,0.008615136,7,47,0.002020884,12,0,0.00241015,,0.080360866,,0.005869365,8.0,0.006034398,8.0,0.006518674,,0.010815144,10.0,0.0355231761932373,66,324,1.5313462018966677,,10000
509,4,4,2,4,0.005544138,8.0,32,0.065818548,8.0,32,0.006583095,8.0,38,0.007615638,9,38,0.002325702,13,0,0.001397777,,0.078258467,,0.007799768,10.0,0.007374167,10.0,0.007873654,,0.014234138,12.0,0.0134966373443603,30,123,1.4034274816513062,,10000
510,4,4,2,4,0.096981096,12.0,441,0.2030274868011474,12.0,82,0.092099071,12.0,430,0.0300450563430786,13,122,0.0127605199813842,18,0,0.002835417,,0.005296445,9.0,0.004494119,7.0,0.004618049,7.0,0.002891374,,0.007168174,8.0,0.0254652500152587,49,231,1.4260504245758057,,10000
511,4,4,2,4,0.0187214612960815,12.0,78,0.5013716220855713,12.0,207,0.0125921487808227,12.0,64,0.014323521,13,64,0.004029298,15,0,0.001516747,,0.083632231,,0.008358216,11.0,0.00802443,11.0,0.009245324,12.0,0.008302259,12.0,0.0989056825637817,100,525,1.4397332668304443,,10000
512,4,4,2,4,0.071887636,12.0,313,0.4457333087921142,12.0,155,0.04357779,12.0,230,0.017387676,12,87,0.003523946,15,0,0.003661847,,0.084508467,,0.00546391,6.0,0.005541492,6.0,0.006456113,6.0,0.00579989,6.0,0.0104836225509643,22,80,1.5229976177215576,,10000
513,4,4,2,4,0.005071521,7.0,29,0.072557211,7.0,29,0.007184339,7.0,37,0.008271098,8,37,0.002333021,9,0,0.002218771,,0.078210211,,0.006138515,8.0,0.005192709,8.0,0.006470895,9.0,0.006842208,9.0,0.0071260929107666,16,59,1.364126682281494,,10000
514,4,4,2,4,0.06967051,12.0,332,0.4661717414855957,12.0,180,0.8974735736846924,12.0,4030,0.1243388891220092,13,433,0.003643155,17,0,0.001299858,,0.111018801,,0.007922602,10.0,0.008076739,10.0,0.00196209,,0.010061574,11.0,0.0557576417922973,83,421,1.4729450941085815,,10000
515,4,4,2,4,0.010282731,12.0,48,0.112504243850708,12.0,48,0.082226133,12.0,419,0.047399926,12,208,0.004318023,27,0,0.001495314,,0.087607455,,0.008288813,,0.011387968,14.0,0.010961318,13.0,0.011162972,13.0,0.0490351915359497,72,353,1.409446120262146,,10000
516,4,4,2,4,0.9701625108718872,10.0,4756,6.786370277404785,10.0,2347,0.0139071464538574,10.0,61,0.0153369426727294,11,61,0.003474689,15,0,0.001416254,,0.102315211,,0.007917762,10.0,0.008227444,10.0,0.001231694,,0.008844209,11.0,0.0883028507232666,100,584,1.5200769901275637,,10000
517,4,4,2,4,0.016713142,9.0,90,0.1257095336914062,9.0,50,0.0111257791519165,9.0,65,0.012913179397583,9,59,0.003838873,14,0,0.003100061,,0.075470376,,0.007271266,8.0,0.006963134,8.0,0.008868337,,0.009055543,9.0,0.0574872493743896,75,382,1.4528484344482422,,10000
518,4,4,2,4,0.007769942,8.0,35,0.090004683,8.0,35,0.0119365453720092,8.0,49,0.0119015455245971,8,49,0.003037906,20,0,0.001516533,,0.106658459,,0.011973286,12.0,0.011493039,12.0,0.008503604,,0.012265873,13.0,0.1056360006332397,100,589,1.517006754875183,,10000
519,4,4,2,4,0.009062815,12.0,48,0.1468594074249267,12.0,48,2.255473995,12.0,10000,0.1932687520980835,13,693,0.004675913,14,0,0.001114893,,0.071846843,,0.008073592,8.0,0.00677669,8.0,0.0044379,,0.007375741,9.0,0.038856029510498,55,257,1.5523580312728882,,10000
520,4,4,2,4,0.006463766,8.0,36,0.074547291,8.0,36,0.008799934,8.0,49,0.0132623672485351,8,49,0.002400804,13,0,0.001915002,,0.080026126,,0.0061867,8.0,0.005212283,8.0,0.001112151,,0.006841111,9.0,0.0980294942855835,100,658,1.4027626514434814,,10000
521,4,4,2,4,0.055574059,9.0,282,0.4387402534484863,9.0,181,0.0144434213638305,9.0,72,0.0148058176040649,10,61,0.002899766,14,0,0.001318908,,0.073249841,,0.003833652,,0.006641245,9.0,0.001109457,,0.00835681,11.0,0.0131037235260009,25,97,1.4707049131393433,,10000
522,4,4,2,4,0.020783734,11.0,88,0.2628800868988037,11.0,112,0.018774056,11.0,104,0.026600170135498,12,96,0.003500247,19,0,0.002416658,,0.085346413,,0.003433776,,0.009218168,10.0,0.00401051,,0.007418036,11.0,0.054551362991333,82,401,1.564449667930603,,10000
523,4,4,2,4,0.0312723636627197,11.0,144,0.1454977989196777,11.0,67,0.0179813623428344,11.0,90,0.0168189764022827,12,68,0.00385263,15,0,0.002114415,,0.071418571,,0.005433869,,0.005972648,7.0,0.005335546,6.0,0.005334663,6.0,0.1385021209716797,100,668,0.6330598592758179,7.0,5129
524,4,4,2,4,0.005012369,9.0,32,0.071771383,9.0,32,0.0157118797302246,9.0,76,0.0150077104568481,9,76,0.003185272,13,0,0.001116467,,0.07718358,,0.007101536,8.0,0.004742002,8.0,0.001000285,,0.006977654,9.0,0.050917625427246,71,382,1.503284573554993,,10000
525,4,4,2,4,0.0175063371658325,9.0,96,0.160797119,9.0,67,0.0136145591735839,9.0,76,0.01503005,10,67,0.003049231,12,0,0.001617384,,0.082593465,,0.006845045,10.0,0.008728671,10.0,0.001295757,,0.010482335,10.0,0.0234235525131225,25,106,1.4961367845535278,,10000
526,4,4,2,4,0.00695653,10.0,39,0.077245712,10.0,39,0.0195726871490478,10.0,93,0.01715374,11,74,0.004203415,20,0,0.001306129,,0.072731161,,0.007385492,9.0,0.008865547,9.0,0.008219504,,0.008301234,10.0,0.0494071245193481,56,271,1.3378344774246216,,10000
527,4,4,2,4,0.006009245,8.0,31,0.069780588,8.0,31,0.3774483442306519,8.0,2101,0.074902582,9,309,0.002325344,12,0,0.002415752,,0.073412728,,0.005289745,,0.007856846,11.0,0.001424241,,0.009347081,10.0,0.0544365644454956,65,324,1.5065655708312988,,10000
528,4,4,2,4,0.006616592,7.0,38,0.083425045,7.0,38,0.009203672,7.0,49,0.009413815,7,49,0.001619649,8,0,0.001319671,,0.088816357,,0.006648374,10.0,0.006822491,10.0,0.011216497,10.0,0.010966682,10.0,0.0473052263259887,86,417,1.5053237676620483,,10000
529,4,4,2,4,0.0112430572509765,10.0,60,0.1871397495269775,10.0,72,0.0118628740310668,10.0,63,0.013752269744873,10,63,0.002856421,13,0,0.001215959,,0.078494525,,0.007571077,9.0,0.006475854,9.0,0.001847005,,0.005737257,10.0,0.0582828521728515,76,386,1.4940866231918335,,10000
530,4,4,2,4,0.063703871,10.0,320,0.3828897476196289,10.0,153,0.0106461763381958,10.0,48,0.0102117538452148,11,48,0.003261662,22,0,0.00112195,,0.075579548,,0.010300589,11.0,0.009986615,11.0,0.010303688,,0.088528824,,0.0324784517288208,58,288,1.4002455472946167,,10000
531,4,4,2,4,0.006319952,9.0,38,0.084413052,9.0,38,2.0135518074035645,9.0,10000,0.357987118,10,1313,0.002235579,15,0,0.002600551,,0.085115504,,0.007146859,9.0,0.007134891,9.0,0.006347394,,0.008458233,10.0,0.0384619235992431,22,88,1.4432258605957031,,10000
532,4,4,2,4,0.008857512,11.0,44,0.1066153049468994,11.0,44,0.126926302909851,11.0,599,0.0303562879562377,12,122,0.003523898,15,0,0.001117325,,0.069167995,,0.007797766,11.0,0.008690047,11.0,0.007025194,,0.012105966,12.0,0.0285841226577758,52,240,1.4100748300552368,,10000
533,4,4,2,4,1.911314034461975,,10000,10.464303731918337,10.0,3571,0.8340788602828979,10.0,4398,0.058019018,11,216,0.002961254,12,0,0.003028774,,0.075048184,,0.004611421,,0.006657362,9.0,0.009591556,8.0,0.011051798,8.0,0.0456708669662475,69,353,1.3470450639724731,,10000
534,4,4,2,4,0.0114878177642822,6.0,66,0.1003780364990234,6.0,48,0.0107904195785522,6.0,67,0.009120226,7,50,0.001960778,9,0,0.001515555,,0.107231688,,0.009665561,11.0,0.00689559,11.0,0.00120225,,0.012467551,11.0,0.0764471292495727,100,647,1.3838163614273071,,10000
535,4,4,2,4,0.00882659,9.0,58,0.1020553112030029,9.0,47,0.0103375911712646,9.0,56,0.0110673427581787,9,56,0.002860832,18,0,0.001502538,,0.06335547,,0.00815053,11.0,0.0067173,11.0,0.01133647,11.0,0.013712811,11.0,0.0380655527114868,56,258,1.5740091800689695,,10000
536,4,4,2,4,0.008816004,8.0,54,0.1142051219940185,8.0,54,0.00693841,8.0,44,0.007371736,8,44,0.001911092,9,0,0.004059553,,0.076151538,,0.005748749,,0.006931329,10.0,0.009852004,,0.011336112,10.0,0.0404877662658691,68,327,1.4441548585891724,,10000
537,4,4,2,4,0.01320343,11.0,64,0.1569118499755859,11.0,72,0.0230136632919311,11.0,124,0.0204213619232177,12,88,0.004070663,23,0,0.00150001,,0.088565111,,0.007219243,,0.009005737,13.0,0.001318097,,0.011823535,13.0,0.0337940454483032,61,300,1.3611040115356443,,10000
538,4,4,2,4,0.0126169204711914,10.0,76,0.1649658679962158,10.0,91,0.018731713,10.0,104,0.0172062158584594,11,91,0.002415466,13,0,0.001515698,,0.088672066,,0.005632305,,0.011013198,14.0,0.008405185,,0.087389588,,0.0184425115585327,39,171,1.497932195663452,,10000
539,4,4,2,4,0.006629086,11.0,40,0.1100797653198242,11.0,40,0.027258325,11.0,141,0.033294559,12,128,0.003392887,19,0,0.00311501,,0.078529835,,0.007739544,8.0,0.007130957,8.0,0.00944562,8.0,0.009766173,8.0,0.0157591104507446,30,147,1.3786181211471558,,10000
540,4,4,2,4,0.008013797,11.0,47,0.088488817,11.0,47,0.0112733840942382,11.0,54,0.009182787,12,54,0.003743339,21,0,0.001299572,,0.068045402,,0.010042882,11.0,0.007661891,11.0,0.001200771,,0.012909985,14.0,0.1035051345825195,100,528,1.393949031829834,,10000
541,4,4,2,4,0.006883025,11.0,44,0.094663143,11.0,44,1.7598918676376345,11.0,10000,0.1631295919418335,12,596,0.004200435,22,0,0.001401711,,0.071061158,,0.008945823,10.0,0.007362103,10.0,0.009554982,11.0,0.009351778,11.0,0.0545331239700317,91,476,1.5656658411026,,10000
542,4,4,2,4,0.007861805,12.0,47,0.1965134143829345,12.0,79,1.971471738815308,12.0,8811,0.1486612796783447,13,518,0.004055119,21,0,0.002316356,,0.08307426,,0.007192397,7.0,0.006246257,7.0,0.006302285,7.0,0.006611037,7.0,0.0324862003326416,51,265,1.4283413887023926,,10000
543,4,4,2,4,0.007034039,8.0,32,0.062061787,8.0,32,0.006496048,8.0,38,0.008186555,9,38,0.002727437,13,0,0.001215601,,0.078617764,,0.005748367,,0.006768751,10.0,0.001440811,,0.007576013,10.0,0.057895541191101,96,499,1.448271870613098,,10000
544,4,4,2,4,1.8606746912002563,,10000,1.415574550628662,8.0,566,0.006744003,8.0,34,0.007146001,9,34,0.002737784,16,0,0.002213216,,0.084158707,,0.006353807,8.0,0.005077338,8.0,0.001198363,,0.008642864,9.0,0.0639009475708007,69,345,1.3365354537963867,,10000
545,4,4,2,4,0.0132314205169677,11.0,74,0.1855664253234863,11.0,78,0.0111239194869995,11.0,69,0.0141628503799438,11,69,0.004130054,19,0,0.002499032,,0.079836297,,0.003928089,,0.008466196,12.0,0.009867764,,0.011632919,11.0,0.0452337265014648,75,383,1.547242283821106,,10000
546,4,4,2,4,0.006947112,10.0,40,0.1094107627868652,10.0,40,0.05067246,10.0,252,0.038366818,11,144,0.003025532,13,0,0.001521444,,0.073527861,,0.008882737,10.0,0.008030605,10.0,0.001319528,,0.009206462,12.0,0.0310105085372924,51,271,1.5927493572235107,,10000
547,4,4,2,4,0.0100786447525024,11.0,46,0.093234777,11.0,46,0.0179224491119384,11.0,98,0.034622192,11,151,0.003930044,15,0,0.001200438,,0.075325823,,0.003214025,,0.009120774,13.0,0.00821805,11.0,0.010635376,11.0,0.0401883125305175,76,369,1.4952607154846191,,10000
548,4,4,2,4,0.4304413557052612,10.0,2192,3.1311631202697754,10.0,1034,0.0137846708297729,10.0,59,0.0128928661346435,11,59,0.003136468,18,0,0.001419377,,0.079585314,,0.00563097,,0.010081124,12.0,0.006788111,,0.012780929,13.0,0.031514286994934,56,268,1.5287790298461914,,10000
549,4,4,2,4,0.0148852586746215,9.0,57,0.2167367935180664,9.0,93,0.0178714513778686,9.0,100,0.0165874481201171,10,70,0.003735042,14,0,0.003705692,,0.006100774,6.0,0.005603909,6.0,0.004796481,6.0,0.001210022,,0.007842207,6.0,0.0137596130371093,28,118,1.4495117664337158,,10000
550,4,4,2,4,1.9847475290298464,,10000,17.789823532104492,11.0,5872,1.9688275098800656,11.0,10000,1.2553394794464112,12,4240,0.003526354,22,0,0.001311874,,0.063219094,,0.005331755,,0.008423829,11.0,0.011433601,10.0,0.010818291,10.0,0.0498548746109008,89,457,1.4871925115585327,,10000
551,4,4,2,4,0.4930417060852051,10.0,2472,5.152314901351929,10.0,1677,0.064523244,10.0,299,0.2024688482284546,11,707,0.002966571,14,0,0.00151484,,0.064788938,,0.006595325,,0.008824539,13.0,0.003600144,,0.010167193,13.0,0.0817450284957885,93,473,1.5241236686706543,,10000
552,4,4,2,4,0.0327882051467895,12.0,138,0.1643424034118652,12.0,75,0.0128476381301879,12.0,74,0.0155041456222534,12,74,0.003643227,15,0,0.001408911,,0.079808879,,0.003290009,,0.00876205,12.0,0.012089944,10.0,0.010635066,10.0,0.0458401441574096,86,437,1.3868296146392822,,10000
553,4,4,2,4,1.934390330314636,,10000,0.7702138423919678,9.0,307,0.0130848884582519,9.0,77,0.05026021,10,186,0.004914999,12,0,0.001709461,,0.081892824,,0.005398941,,0.009257507,14.0,0.008570862,,0.013615346,13.0,0.0410428047180175,73,392,1.5163507461547852,,10000
554,4,4,2,4,0.007652068,10.0,38,0.091103554,10.0,38,0.0101525545120239,10.0,46,0.0103631496429443,11,46,0.0116059303283691,11,0,0.001314235,,0.097636318,,0.009850645,11.0,0.010122824,11.0,0.004613328,,0.012389922,13.0,0.0413774251937866,71,355,1.4498863220214844,,10000
555,4,4,2,4,0.00621202,9.0,37,0.1077449321746826,9.0,37,0.029389977,9.0,179,0.066745782,10,304,0.00283916,17,0,0.001311827,,0.07947526,,0.008442283,11.0,0.00975368,11.0,0.012508941,11.0,0.012857819,11.0,0.0414471626281738,70,337,1.5621027946472168,,10000
556,4,4,2,4,0.045021105,7.0,300,0.177431583404541,7.0,90,0.008128357,7.0,39,0.00728941,8,39,0.002379274,13,0,0.001650286,,0.104807901,,0.005766797,,0.007607341,11.0,0.001300645,,0.013133049,11.0,0.0851476192474365,100,510,1.4310674667358398,,10000
557,4,4,2,4,1.9765589952468872,,10000,7.940890789031982,9.0,2640,1.95103452205658,9.0,10000,0.1064455270767212,10,390,0.003008032,10,0,0.003740478,,0.078893852,,0.00644722,8.0,0.007556915,8.0,0.005526304,,0.011060572,10.0,0.0349847078323364,50,250,1.4733071327209473,,10000
558,4,4,2,4,0.1671389818191528,10.0,921,0.6100766658782959,10.0,253,0.043843603,10.0,212,0.178356122970581,11,660,0.002768826,15,0,0.001417851,,0.092834663,,0.007647228,10.0,0.008816481,10.0,0.005095983,,0.009551859,11.0,0.0468226671218872,69,367,1.4159350395202637,,10000
559,4,4,2,4,0.005857086,9.0,32,0.081519365,9.0,32,0.0154545068740844,9.0,70,0.0135549306869506,10,60,0.003041053,15,0,0.002499962,,0.076208782,,0.006216621,,0.008186293,9.0,0.007757545,9.0,0.01110673,9.0,0.0456241369247436,78,406,1.333290457725525,,10000
560,4,4,2,4,0.007820082,9.0,39,0.074501276,9.0,39,0.0287867307662963,9.0,157,0.021199322,9,106,0.002329206,9,0,0.003295684,,0.092334914,,0.006933212,,0.007303667,7.0,0.001727867,,0.005346823,7.0,0.0530030727386474,90,478,1.4988408088684082,,10000
561,4,4,2,4,0.008166122,9.0,37,0.079297066,9.0,37,0.008482146,9.0,49,0.009893656,10,47,0.003143191,21,0,0.002646708,,0.099127412,,0.009416676,10.0,0.009252524,10.0,0.011611152,,0.011362123,11.0,0.1031160354614257,100,631,1.437480926513672,,10000
562,4,4,2,4,1.7395533800125125,11.0,8650,0.4623956680297851,11.0,185,0.063109088,11.0,305,0.0206104755401611,12,101,0.003981137,20,0,0.001113915,,0.099973583,,0.007112384,9.0,0.00839541,9.0,0.003172708,,0.010486412,10.0,0.0371990203857421,74,343,1.3411206007003784,,10000
563,4,4,2,4,0.015815711,10.0,81,0.4978489875793457,10.0,201,1.802975296974182,10.0,10000,0.1690298795700073,11,656,0.003808236,23,0,0.001510644,,0.078272915,,0.012665009,12.0,0.008926415,12.0,0.005468011,,0.102101517,,0.0169194936752319,34,139,1.1558408737182615,7.0,8806
564,4,4,2,4,0.008174467,9.0,40,0.08660984,9.0,40,0.0123450279235839,9.0,55,0.0123916149139404,9,55,0.002336812,15,0,0.001215887,,0.08398962,,0.003998661,,0.00886116,12.0,0.002534223,,0.009316897,13.0,0.0160201787948608,32,142,1.4465913772583008,,10000
565,4,4,2,4,0.073687959,11.0,327,0.5947856903076172,11.0,226,0.082169032,11.0,431,0.0448583602905273,11,192,0.003215909,18,0,0.001600051,,0.003099871,,0.003780723,,0.002852392,,0.012898612,,0.015905929,14.0,0.074698805809021,100,645,0.9966076612472534,7.0,7851
566,4,4,2,4,0.0203392267227172,12.0,95,0.2374308109283447,12.0,95,0.012940836,12.0,68,0.01592741,13,68,0.003369737,21,0,0.002411723,,0.005700207,8.0,0.004904556,,0.005799294,8.0,0.006396747,8.0,0.00559957,8.0,0.0121651887893676,26,117,1.5120577812194824,,10000
567,4,4,2,4,0.007166219,10.0,39,0.084243536,10.0,39,0.009018993,10.0,47,0.0117501497268676,11,47,0.00318985,15,0,0.001000023,,0.081988597,,0.00597465,,0.0074435,9.0,0.001420283,,0.006843829,9.0,0.0480085611343383,86,421,1.595730900764465,,10000
568,4,4,2,4,0.010886788368225,10.0,55,0.1221506595611572,10.0,46,2.039292860031128,10.0,10000,0.2388265371322631,11,884,0.003617215,11,0,0.002408028,,0.080405593,,0.006852484,9.0,0.007157612,9.0,0.010547256,9.0,0.008836913,9.0,0.0072195529937744,16,61,0.4019445180892944,6.0,3111
569,4,4,2,4,0.152974272,9.0,785,3.487682819366455,9.0,1334,0.008746147,9.0,50,0.0112940788269042,10,50,0.003450489,12,0,0.001509476,,0.002399421,,0.003200436,,0.002300072,,0.001299953,,0.002899551,,0.0489472150802612,44,204,1.4152867794036863,,10000
